id,tweet,subtask_a,tweet_cleaned
51589,@USER I see your point but the school shootings are extremely controversial with bickering over gun control vs gun rights. Just that the Nike controversy is the current one,NOT,i see your point but the school shootings are extremely controversial with bickering over gun control vs gun rights just that the nike controversy is the current one
48945,#NunsProtest sad nobody supporting the “Sisters” the “mother Superior” of Christian community...is it so difficult to stand by the victim whether she is nun or ordinary victim,NOT,sad nobody supporting the “sisters” the “mother superior” of christian communityis it so difficult to stand by the victim whether she is nun or ordinary victim
74448,"9) Pornhub, the thoughtful people they are, are taking suggestions of more category of underserved communities and they are _____",NOT,9 pornhub the thoughtful people they are are taking suggestions of more category of underserved communities and they are
76036,@USER @USER I agree with you. Read the first paragraph and struggled to get past the condescension. She is a lawyer with an educated opinion. There are other lawyers with differing educated opinions.,NOT,i agree with you read the first paragraph and struggled to get past the condescension she is a lawyer with an educated opinion there are other lawyers with differing educated opinions
11286,"#BCOG @USER she is cool, confident, cocky, and she kicks ass!!! @USER @USER @USER URL",OFF,she is cool confident cocky and she kicks ass
36500,"#ProudFathersWithRTG bafethu i love how good y'all look with your kids, i hope you are supportive to them and their moms... Im truly inspired to be the best father once im a father (if i ever become one)",NOT,bafethu i love how good yall look with your kids i hope you are supportive to them and their moms im truly inspired to be the best father once im a father if i ever become one
21677,(P2) because Hussain a.s message  is not for only the Muslims he is for the entire  Humanity . Really great message for the entire world . URL,NOT,p2 because hussain as message  is not for only the muslims he is for the entire  humanity  really great message for the entire world
73105,#ChequersPlan What an absolute farce Brexit is. The conservatives have no idea at all and May is now totally discredited. Time for an election #ForTheMany,NOT,what an absolute farce brexit is the conservatives have no idea at all and may is now totally discredited time for an election
41821,@USER oh fuck off 😂😂,OFF,oh fuck off
72213,#LifeIsButepu when your friends dont know you are using their pics as memes on twitter... URL,NOT,when your friends dont know you are using their pics as memes on twitter
14258,#TheNunMovie was just as scary as I thought it would be 😳 Clearly the critics don't think she is terrifyingly creepy. I like how it ties in with #TheConjuring series.,NOT,was just as scary as i thought it would be  clearly the critics dont think she is terrifyingly creepy i like how it ties in with  series
13131,#BreakingNews:  #Trump issues a statement about Christine Blasey Ford.  See it now!  Visit URL #BlueWave2018 #BlueTsunami2018 #MAGA #Democrats #Liberals #SCOTUS @USER #Crypto URL,NOT,issues a statement about christine blasey ford  see it now  visit
76379,#LiberalHypocrisy #criminal #democrat #evidence #ellison #liberals #Hypocrites Keith Ellison domestic violence accuser says Democratic party doesn't believe her story  URL,OFF,keith ellison domestic violence accuser says democratic party doesnt believe her story
25354,"#Wotd - Isaiah 58:11 “The Lord will guide you continually, giving you water when you are dry and restoring your strength. You will be like a well-watered garden, like an ever-flowing… URL",NOT,isaiah 5811 “the lord will guide you continually giving you water when you are dry and restoring your strength you will be like a wellwatered garden like an everflowing…
89417,"#GreatAwakening  #QAnon #Resist #ImpeachTrump #Mueller #MuellerTime  liberals who liked/retweeted my post and don't know what exculpatory"" means. lol. It's a testament to their lack of interest in details.  Thanks guys!! URL",NOT,liberals who likedretweeted my post and dont know what exculpatory means lol its a testament to their lack of interest in details  thanks guys
68256,"#TRUMP:  I'd be a real good witness! #JOHNDowd:  ""You are #not a good witness.  Mr. President, I'm afraid I just can't help you!""   The day following those remarks, Attorney Dowd quit!  EVERYBODY... URL",NOT,id be a real good witness   you are  a good witness  mr president im afraid i just cant help you   the day following those remarks attorney dowd quit  everybody
78984,#Repost @USER with get_repost ・・・ #MOTTO “PR IS IN YOUR CAR!” (or wherever you are) Do you aspire break into the #entertainment #industry or start your own #PR #business? Do you need… URL,NOT,with getrepost   “pr is in your car” or wherever you are do you aspire break into the   or start your own   do you need…
52080,#DemocratPartyOfDomesticTerrorists #Fascist #Antifa #FemiNazi   Don't Just #WalkAway RUN! URL,OFF,dont just  run
25127,@USER if he is im getting turnt with the holo keef regardless,NOT,if he is im getting turnt with the holo keef regardless
48650,.@USER talks about @USER #Vyvx #Cloud Connect now offering secure and reliable connectivity to @USER Direct Connect via @USER @USER  URL URL,NOT,talks about    connect now offering secure and reliable connectivity to  direct connect via
51762,#auspol  I don't know why he is still in his job. Seriously. URL,OFF,i dont know why he is still in his job seriously
71592,#MAGA Tell me ONE good thing #trump has done as #president. I dare you! He is the worst president in history.,OFF,tell me one good thing  has done as  i dare you he is the worst president in history
28558,#100DaysofCode  day 10: React and Redux with @USER Montreal URL,NOT,day 10 react and redux with  montreal
32141,#Chequers is a violation of democracy !!  #StandUp4Brexit  @USER @USER @USER  The will of the people must be respected URL,NOT,is a violation of democracy         the will of the people must be respected
80406,"#ARSYoungjaeDay HAPPY BIRTHDAY CHOI YOUNGJAE 😭😭😭 with vocals of a god and a contagious laughter, he is the most beautiful man!!! i could never feel sad whenever i see an img of him or just a snippet of him in a video, he always brightens my day. the last img is me when i saw URL",NOT,happy birthday choi youngjae  with vocals of a god and a contagious laughter he is the most beautiful man i could never feel sad whenever i see an img of him or just a snippet of him in a video he always brightens my day the last img is me when i saw
73366,? Tickets for #htafc's away match against #WatfordFC will go on sale to supporters with 270+ Priority Points on Monday 2… URL,NOT,tickets for s away match against  will go on sale to supporters with 270 priority points on monday 2…
26454,@USER u put a privileged NFL player in ur ad for 30th anniv that has sacrificed nothing he is still rich &amp;  has his life. Tom Burnett a passenger on doom flight 93 told his wife WE CAN DO IT. He &amp; others sacrificed everything! Gave their life to save others! That is everything,NOT,u put a privileged nfl player in ur ad for 30th anniv that has sacrificed nothing he is still rich   has his life tom burnett a passenger on doom flight 93 told his wife we can do it he  others sacrificed everything gave their life to save others that is everything
78688,"#ConfirmKavanugh now, stall tactics are DC cronies only recourse. No more delays.  #VoteRed to end this madness and to #MAGA",OFF,now stall tactics are dc cronies only recourse no more delays   to end this madness and to
76135,@USER @USER @USER @USER Beats the hell NJ out of me lol. Dude already made the assumption that I'm antifa. He even ignored all the evidence to make that assumption.,OFF,beats the hell nj out of me lol dude already made the assumption that im antifa he even ignored all the evidence to make that assumption
30778,#StopEtchecopar? Fuck you all 🖕🖕🖕🖕🖕 Que florezcan mil Baby Etchecopar 🌻🌻🌻,OFF,fuck you all  que florezcan mil baby etchecopar
48418,"#Antifa invaded a memorial in recognition of Kate Steinle in Austin, Texas, and tried to comfort him it looked like when it was struggling, but has returned to the Southern District of New York, is recused from the Michael Cohen raid, Trump has my full support. Moving on .",NOT,invaded a memorial in recognition of kate steinle in austin texas and tried to comfort him it looked like when it was struggling but has returned to the southern district of new york is recused from the michael cohen raid trump has my full support moving on
