id,tweet,subtask_a,subtask_b,subtask_c,subtask_c_ii,subtask_c_iii,tweet_cleaned
96943,@USER @USER @USER @USER @USER @USER so stronger gun control is better than leaving guns easy to access. Gun control isn't a gun ban 💀,NOT,,,,,so stronger gun control is better than leaving guns easy to access gun control isnt a gun ban
64999,@USER You are welcome dear 😇😇 but for what? URL,NOT,,,,,you are welcome dear  but for what
92481,@USER This is an excellent way for Antifa members to take the room temperature challenge.,NOT,,,,,this is an excellent way for antifa members to take the room temperature challenge
10552,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Is that a bar where antifa sharpens their stones and buys their silly string?,NOT,,,,,is that a bar where antifa sharpens their stones and buys their silly string
60340,@USER @USER As I’m sure he is advising everyone must evacuate 🙄,NOT,,,,,as i’m sure he is advising everyone must evacuate
54247,"@USER If it's REALLY bad don't eat it, but when the waiter asks, you are obliged to say it was lovely"". Remember you can always get a kebab on the way home.""",NOT,,,,,if its really bad dont eat it but when the waiter asks you are obliged to say it was lovely remember you can always get a kebab on the way home
46424,"@USER @USER @USER You should.have tried more, perhaps a BJP or RSS connection could have been fixed"".Masters would be happy Dhanya""",OFF,TIN,IND,IND,,you shouldhave tried more perhaps a bjp or rss connection could have been fixedmasters would be happy dhanya
73551,@USER @USER We have to fight to not see that here! Gun control out of control.,NOT,,,,,we have to fight to not see that here gun control out of control
37081,@USER I understand how regulations work. Do you understand government can’t control everything. Do you understand most of those regulations stopped business growth. Trump isn’t Politically correct i get that. But he is doing what’s right for America.,NOT,,,,,i understand how regulations work do you understand government can’t control everything do you understand most of those regulations stopped business growth trump isn’t politically correct i get that but he is doing what’s right for america
32464,Gee...I wonder? #DrainTheDeepStateSwamp #WWG1WGA #QAnon #MAGA URL,NOT,,,,,geei wonder
56970,@USER @USER Tell Micheal to:  #WeThePeople #TheGreatAwakening #MAGA  #WWG1WGA #Qanon #Q #WalkAway #WalkAwayFromDemocrats2018 #Midterms #ConfirmKavanaugh #FISA #Economy URL,NOT,,,,,tell micheal to
47001,@USER she is hungery,OFF,UNT,,,,she is hungery
58293,@USER ....and about “Fast and Furious”,NOT,,,,,and about “fast and furious”
19985,"@USER @USER @USER @USER @USER Conservatives really need to come up with something better  for an excuse besides their worn out Hillary Clinton..."". I've never defended either Clinton but trumps undereducated base consistantly assumes if ones against @USER then they are for Clinton Thats ignorant""",NOT,,,,,conservatives really need to come up with something better  for an excuse besides their worn out hillary clinton ive never defended either clinton but trumps undereducated base consistantly assumes if ones against  then they are for clinton thats ignorant
27042,@USER you really should consider having the Conservatives go knocking on doors to talk to people. Quebec has been asking for Conservative presence because they're not well known there. Send them out. Make Conservatives known there.,NOT,,,,,you really should consider having the conservatives go knocking on doors to talk to people quebec has been asking for conservative presence because theyre not well known there send them out make conservatives known there
95499,@USER Can I pick which one? URL,NOT,,,,,can i pick which one
71414,@USER America first #MAGA magic,NOT,,,,,america first  magic
26430,@USER And dying a slow death such a shame,OFF,TIN,IND,IND,,and dying a slow death such a shame
77032,@USER @USER Great information!!! My husband has a SMI. We are very thankful he is doing ok. Many are not and it is heartbreaking. I was diagnosed almost 25 yrs. ago and we don't seem to have made much progress in all that time. I learned a lot from you. Thank you!!,NOT,,,,,great information my husband has a smi we are very thankful he is doing ok many are not and it is heartbreaking i was diagnosed almost 25 yrs ago and we dont seem to have made much progress in all that time i learned a lot from you thank you
59050,@USER So Antifa has turned against her?,NOT,,,,,so antifa has turned against her
98661,@USER @USER @USER @USER It’s good to know there’s always a second option.,NOT,,,,,it’s good to know there’s always a second option
52700,@USER He is a RiNO! Like McCain was. Why he is unelectable in Arizona .,NOT,,,,,he is a rino like mccain was why he is unelectable in arizona
29384,@USER @USER Liberals were holding that info in case President Trump declassified the Fisa documents. They are fighting fire with fire!,NOT,,,,,liberals were holding that info in case president trump declassified the fisa documents they are fighting fire with fire
22867,@USER DC Republicans ARE weak and most are quasi-conservatives at best!,NOT,,,,,dc republicans are weak and most are quasiconservatives at best
13401,@USER There were no good people on the side of white supremacy. The good people on both sides that Donald Trump referenced were those who the media purposefully ignored who were there on both sides of the removal of historical monuments that had nothing to do with KKK or Antifa,NOT,,,,,there were no good people on the side of white supremacy the good people on both sides that donald trump referenced were those who the media purposefully ignored who were there on both sides of the removal of historical monuments that had nothing to do with kkk or antifa
60075,It is time to take these people down and take their power now before they hurt our PTOTUS!! These people are ABUSING their power that was given to them in trust! ..@USER #Maga #QAnon #WakeUpAmerica URL,OFF,TIN,GRP,OTH,GRP,it is time to take these people down and take their power now before they hurt our ptotus these people are abusing their power that was given to them in trust
18964,@USER @USER @USER GOV Brown needs a class on #MAGA 101. Also need a swift kick in the pants for insulating @USER .,OFF,UNT,,,,gov brown needs a class on  101 also need a swift kick in the pants for insulating
36589,@USER @USER A stark reminder that @USER and you are trying to con us with chequers and a bit of our waters back - not good enough - @USER @USER  @USER @USER @USER @USER @USER @USER appeasing is not a good look @USER,NOT,,,,,a stark reminder that  and you are trying to con us with chequers and a bit of our waters back  not good enough           appeasing is not a good look
88494,@USER He is a sick puppy. Normal teen boys dont attempt rape. It is predatory behavior. He prob did it more than once. This isnt isolated behavior.,NOT,,,,,he is a sick puppy normal teen boys dont attempt rape it is predatory behavior he prob did it more than once this isnt isolated behavior
11257,"@USER She is basically saying in code: Even though I am a NeverTrump spoiled little rich girl from Andover, I secretly want to date Mark C. - I hope his wife and family are okay with it ..."" SE stands for ""Sad Endeavors"" URL",NOT,,,,,she is basically saying in code even though i am a nevertrump spoiled little rich girl from andover i secretly want to date mark c  i hope his wife and family are okay with it  se stands for sad endeavors
81430,@USER America is better than swamp crud like YOU!,OFF,TIN,IND,IND,,america is better than swamp crud like you
17600,@USER @USER is a DISGRACE to the United States of America!!,NOT,,,,,is a disgrace to the united states of america
40097,@USER Or you are the wind between my cheeks!,NOT,,,,,or you are the wind between my cheeks
60707,@USER Bad behavior like that is never acceptable.,OFF,UNT,,,,bad behavior like that is never acceptable
58360,@USER even IF that was the reason the last thing mac would want would be for everyone to be harassing the shit out of her when she is already grieving. cmon dude.,OFF,TIN,IND,IND,,even if that was the reason the last thing mac would want would be for everyone to be harassing the shit out of her when she is already grieving cmon dude
24756,@USER has been nominated for Still A Mum Awards. Kindly vote for her here... URL  She is our super host on #GaniKaliNaAisha @USER URL,NOT,,,,,has been nominated for still a mum awards kindly vote for her here   she is our super host on
